termino;n;veredicto;categoria;nota
corruption;1;1;ok;litigio real por corrupcion y sancion
corruption;2;1;ok;
corruption;3;1;ok;
corruption;4;1;ok;
corruption;5;0;indice;aspectos con numeros de pagina
corruption;6;1;ok;
corruption;7;1;ok;
corruption;8;1;ok;
corruption;9;1;ok;
corruption;10;0;indice;epigrafes con numeros de pagina
corruption;11;1;ok;
corruption;12;1;ok;
gender;1;1;ok;
gender;2;1;ok;tabla de diversidad del consejo
gender;3;1;ok;
gender;4;1;ok;tabla de diversidad del consejo
gender;5;1;ok;
gender;6;1;ok;
gender;7;1;ok;
gender;8;1;ok;
gender;9;1;ok;
gender;10;1;ok;matriz de materialidad
gender;11;0;indice;referencias cruzadas con paginas
gender;12;1;ok;
inclusion;1;0;financiero;inclusion de Navistar en consolidacion
inclusion;2;1;ok;
inclusion;3;1;ok;
inclusion;4;1;ok;
inclusion;5;1;ok;premio a inclusion financiera
inclusion;6;0;indice;epigrafes con numeros de pagina
inclusion;7;1;ok;
inclusion;8;1;ok;principio de reporting de stakeholders
inclusion;9;1;ok;
inclusion;10;1;ok;
inclusion;11;1;ok;
inclusion;12;0;generico;biografia de consejera
fuel;1;0;generico;consumo de combustibles como negocio
fuel;2;0;otro;verbo fuel alimentar
fuel;3;1;ok;
fuel;4;0;generico;sistemas de combustible como producto
fuel;5;0;generico;coste de combustible
fuel;6;0;generico;pilas de combustible como producto
fuel;7;0;otro;verbo fuel alimentar
fuel;8;1;ok;nota metodologica consumo y CO2
fuel;9;0;otro;verbo fuel alimentar
fuel;10;1;ok;
fuel;11;0;indice;titulo tras listado de paginas
fuel;12;1;ok;
health and safety;1;1;ok;
health and safety;2;0;indice;epigrafes de riesgos con paginas
health and safety;3;1;ok;
health and safety;4;1;ok;
health and safety;5;1;ok;
health and safety;6;1;ok;
health and safety;7;1;ok;
health and safety;8;1;ok;
health and safety;9;1;ok;
health and safety;10;1;ok;
health and safety;11;1;ok;
health and safety;12;1;ok;
footprint;1;1;ok;
footprint;2;1;ok;
footprint;3;1;ok;
footprint;4;0;generico;huella industrial de costes
footprint;5;0;generico;presencia geografica del banco
footprint;6;1;ok;
footprint;7;1;ok;
footprint;8;0;generico;optimizacion de capacidad industrial
footprint;9;0;generico;huella de aprovisionamiento
footprint;10;0;generico;presencia de mercado
footprint;11;1;ok;
footprint;12;1;ok;
circular;1;1;ok;tabla de taxonomia UE
circular;2;0;financiero;circular de la junta de accionistas
circular;3;0;indice;referencia cruzada a seccion
circular;4;1;ok;
circular;5;1;ok;
circular;6;1;ok;
circular;7;1;ok;
circular;8;1;ok;
circular;9;1;ok;
circular;10;1;ok;
circular;11;1;ok;
circular;12;0;indice;epigrafes con numeros de pagina
csr;1;0;generico;mandatos de consejero en otras sociedades
csr;2;1;ok;
csr;3;1;ok;
csr;4;1;ok;
csr;5;1;ok;
csr;6;1;ok;
csr;7;1;ok;
csr;8;1;ok;
csr;9;1;ok;
csr;10;1;ok;
csr;11;1;ok;
csr;12;0;generico;mandatos de consejero en otras sociedades
independent director;1;1;ok;
independent director;2;1;ok;
independent director;3;1;ok;
independent director;4;1;ok;leyenda de tabla del consejo
independent director;5;1;ok;
independent director;6;1;ok;
independent director;7;1;ok;
independent director;8;1;ok;leyenda de tabla del consejo
independent director;9;1;ok;leyenda de tabla del consejo
independent director;10;1;ok;
independent director;11;0;indice;sumario con numeros de pagina
independent director;12;1;ok;
offset;1;1;ok;
offset;2;0;financiero;compensar presion de precios
offset;3;0;financiero;compensado por mayor margen
offset;4;0;financiero;compensacion de bases imponibles
offset;5;0;generico;compensar efectos de la pandemia
offset;6;1;ok;sin uso de creditos de carbono
offset;7;0;financiero;obligaciones offset de defensa
offset;8;0;financiero;compensar costes via precios
offset;9;0;financiero;compensar costes via precios
offset;10;1;ok;
offset;11;0;financiero;compensacion de bonus
offset;12;0;financiero;compensacion de factores macro
ecosystem;1;0;generico;ecosistema de socios
ecosystem;2;0;indice;sumario con numeros de pagina
ecosystem;3;0;generico;ecosistema empresarial
ecosystem;4;0;generico;ecosistema de aplicaciones
ecosystem;5;0;generico;ecosistema de consumo
ecosystem;6;0;generico;ecosistemas como modelo de negocio
ecosystem;7;1;ok;
ecosystem;8;0;generico;ecosistema digital
ecosystem;9;1;ok;
ecosystem;10;0;generico;ecosistema de partners SAP
ecosystem;11;0;generico;ecosistema de servicios de movilidad
ecosystem;12;0;indice;epigrafes con numeros de pagina
esrs;1;0;indice;epigrafes con numeros de pagina
esrs;2;1;ok;
esrs;3;0;indice;epigrafes con numeros de pagina
esrs;4;1;ok;
esrs;5;1;ok;
esrs;6;0;indice;tabla de contenidos
esrs;7;1;ok;
esrs;8;1;ok;
esrs;9;1;ok;
esrs;10;1;ok;
esrs;11;1;ok;
esrs;12;0;indice;tablas y anexos con paginas
materiality;1;1;ok;
materiality;2;1;ok;
materiality;3;1;ok;
materiality;4;1;ok;
materiality;5;1;ok;
materiality;6;1;ok;
materiality;7;0;indice;epigrafes con numeros de pagina
materiality;8;0;indice;epigrafes con numeros de pagina
