termino;n;veredicto;categoria;nota
wind farm;1;0;financiero;nota contable de desinversion a FVOCI
wind farm;2;1;ok;
wind farm;3;0;otro;lista de filiales
wind farm;4;1;ok;productos para sector eolico
wind farm;5;1;ok;
wind farm;6;0;otro;lista de filiales
compliance management system;1;1;ok;
compliance management system;2;1;ok;
compliance management system;3;1;ok;
compliance management system;4;1;ok;
compliance management system;5;1;ok;
compliance management system;6;1;ok;
accessibility;1;1;ok;
accessibility;2;1;ok;
accessibility;3;1;ok;
accessibility;4;1;ok;
accessibility;5;0;indice;tabla de correspondencia GRI
accessibility;6;1;ok;
product safety;1;0;indice;tabla SASB
product safety;2;1;ok;
product safety;3;1;ok;
product safety;4;1;ok;
product safety;5;1;ok;
product safety;6;1;ok;
habitat;1;1;ok;
habitat;2;1;ok;
habitat;3;1;ok;
habitat;4;1;ok;
habitat;5;1;ok;
habitat;6;0;otro;UN Habitat nombre de organismo
volunteer;1;1;ok;
volunteer;2;1;ok;
volunteer;3;1;ok;
volunteer;4;1;ok;
volunteer;5;1;ok;
volunteer;6;1;ok;
compliance function;1;1;ok;
compliance function;2;1;ok;
compliance function;3;1;ok;
compliance function;4;1;ok;
compliance function;5;1;ok;
compliance function;6;1;ok;
forced labor;1;1;ok;
forced labor;2;1;ok;
forced labor;3;1;ok;
forced labor;4;1;ok;
forced labor;5;1;ok;
forced labor;6;1;ok;
child labor;1;1;ok;
child labor;2;1;ok;
child labor;3;1;ok;
child labor;4;1;ok;
child labor;5;0;indice;tabla GRI
child labor;6;1;ok;
living wage;1;1;ok;
living wage;2;1;ok;
living wage;3;1;ok;
living wage;4;1;ok;
living wage;5;1;ok;
living wage;6;1;ok;
flood;1;0;generico;definicion de riesgo operacional
flood;2;0;generico;factor de riesgo boilerplate
flood;3;1;ok;
flood;4;1;ok;
flood;5;0;generico;programa de seguros
flood;6;1;ok;
green bond;1;1;ok;
green bond;2;1;ok;
green bond;3;1;ok;
green bond;4;1;ok;
green bond;5;1;ok;
green bond;6;1;ok;
mental health;1;1;ok;
mental health;2;1;ok;
mental health;3;1;ok;
mental health;4;1;ok;
mental health;5;1;ok;
mental health;6;1;ok;
speak up;1;1;ok;
speak up;2;1;ok;
speak up;3;1;ok;
speak up;4;1;ok;
speak up;5;1;ok;
speak up;6;1;ok;
responsible business;1;0;indice;indice ESRS
responsible business;2;1;ok;
responsible business;3;1;ok;
responsible business;4;1;ok;
responsible business;5;1;ok;
responsible business;6;1;ok;
social risk;1;1;ok;
social risk;2;1;ok;
social risk;3;1;ok;
social risk;4;1;ok;
social risk;5;1;ok;
social risk;6;1;ok;
biomass;1;1;ok;
biomass;2;1;ok;
biomass;3;1;ok;
biomass;4;1;ok;
biomass;5;0;generico;descripcion de segmento de negocio
biomass;6;1;ok;
recyclable;1;0;financiero;OCI no reciclable a resultados
recyclable;2;1;ok;
recyclable;3;1;ok;
recyclable;4;1;ok;
recyclable;5;1;ok;
recyclable;6;0;financiero;OCI no reciclable a resultados
work-life balance;1;1;ok;
work-life balance;2;1;ok;
work-life balance;3;0;indice;definicion tipo glosario
work-life balance;4;0;indice;tabla ESRS
work-life balance;5;1;ok;
work-life balance;6;1;ok;
scenario analysis;1;1;ok;
scenario analysis;2;0;financiero;stress test riesgo de mercado
scenario analysis;3;0;indice;tabla TCFD
scenario analysis;4;1;ok;
scenario analysis;5;1;ok;
scenario analysis;6;1;ok;
compliance department;1;1;ok;
compliance department;2;1;ok;
compliance department;3;1;ok;
compliance department;4;1;ok;
compliance department;5;1;ok;
compliance department;6;1;ok;
training hour;1;1;ok;
training hour;2;1;ok;
training hour;3;1;ok;
training hour;4;1;ok;
training hour;5;1;ok;
training hour;6;1;ok;
regulatory compliance;1;1;ok;
regulatory compliance;2;1;ok;
regulatory compliance;3;1;ok;
regulatory compliance;4;1;ok;
regulatory compliance;5;1;ok;
regulatory compliance;6;1;ok;
natural disaster;1;0;generico;continuidad de sistemas IT
natural disaster;2;1;ok;
natural disaster;3;1;ok;
natural disaster;4;1;ok;
natural disaster;5;1;ok;
natural disaster;6;1;ok;
fatalit\w+;1;0;indice;tabla GRI
fatalit\w+;2;1;ok;
fatalit\w+;3;1;ok;
fatalit\w+;4;1;ok;
fatalit\w+;5;1;ok;
fatalit\w+;6;1;ok;
philanthrop\w+;1;1;ok;
philanthrop\w+;2;1;ok;
philanthrop\w+;3;1;ok;
philanthrop\w+;4;1;ok;
philanthrop\w+;5;1;ok;
philanthrop\w+;6;1;ok;
recycle;1;1;ok;
recycle;2;1;ok;
recycle;3;1;ok;
recycle;4;0;indice;tabla de correspondencia
recycle;5;0;indice;tabla de correspondencia
recycle;6;1;ok;
human capital;1;1;ok;
human capital;2;1;ok;
human capital;3;1;ok;
human capital;4;0;generico;marco de capitales del modelo de negocio
human capital;5;1;ok;
human capital;6;0;indice;encabezado de infografia
sasb;1;1;ok;
sasb;2;1;ok;
sasb;3;1;ok;
sasb;4;0;indice;indice SASB
sasb;5;1;ok;
sasb;6;0;indice;presentacion de tabla SASB
sfdr;1;1;ok;
