termino;n;veredicto;categoria;nota
carbon;1;1;ok;
carbon;2;1;ok;carbon markets product
carbon;3;1;ok;carbon taxes risk
carbon;4;1;ok;
carbon;5;1;ok;
carbon;6;1;ok;
carbon;7;1;ok;taxonomy table row with data
carbon;8;1;ok;printing colophon offset claim
carbon;9;0;financiero;carbon spot VaR trading
carbon;10;1;ok;
carbon;11;1;ok;
carbon;12;1;ok;CDP rating
carbon;13;1;ok;
carbon;14;1;ok;
carbon;15;1;ok;
carbon;16;1;ok;
carbon;17;1;ok;
carbon;18;1;ok;
carbon;19;1;ok;
carbon;20;1;ok;
human right;1;1;ok;
human right;2;1;ok;
human right;3;1;ok;
human right;4;0;indice;ESRS index
human right;5;1;ok;
human right;6;1;ok;
human right;7;0;otro;director bio Human Rights Watch
human right;8;1;ok;
human right;9;0;indice;DPEF cross-reference table
human right;10;1;ok;
human right;11;1;ok;
human right;12;1;ok;
human right;13;1;ok;
human right;14;1;ok;
human right;15;1;ok;
human right;16;0;indice;indicator cross-reference
human right;17;1;ok;
human right;18;1;ok;assurance report scope
human right;19;1;ok;policy list
human right;20;1;ok;
stakeholder;1;0;generico;dealer distribution model
stakeholder;2;1;ok;
stakeholder;3;1;ok;
stakeholder;4;1;ok;materiality
stakeholder;5;1;ok;
stakeholder;6;0;generico;governance recommendations boilerplate
stakeholder;7;1;ok;
stakeholder;8;0;generico;confidence of stakeholders
stakeholder;9;1;ok;corporate governance statement
stakeholder;10;0;indice;glossary entry
stakeholder;11;1;ok;
stakeholder;12;1;ok;remuneration policy
stakeholder;13;1;ok;
stakeholder;14;1;ok;
stakeholder;15;1;ok;
stakeholder;16;1;ok;
stakeholder;17;1;ok;
stakeholder;18;1;ok;
stakeholder;19;1;ok;
stakeholder;20;1;ok;
climate change;1;1;ok;
climate change;2;0;indice;ESRS cross-reference
climate change;3;1;ok;
climate change;4;1;ok;
climate change;5;1;ok;
climate change;6;1;ok;
climate change;7;1;ok;
climate change;8;1;ok;
climate change;9;1;ok;
climate change;10;1;ok;
climate change;11;0;indice;taxonomy table headers
climate change;12;1;ok;
climate change;13;1;ok;materiality risk list
climate change;14;0;indice;section heading
climate change;15;1;ok;
climate change;16;1;ok;
climate change;17;1;ok;auditor KAM on climate
climate change;18;0;indice;ESRS datapoint table
climate change;19;1;ok;
climate change;20;1;ok;
co2e?;1;1;ok;
co2e?;2;1;ok;
co2e?;3;1;ok;
co2e?;4;1;ok;
co2e?;5;1;ok;
co2e?;6;1;ok;
co2e?;7;1;ok;
co2e?;8;1;ok;
co2e?;9;1;ok;
co2e?;10;1;ok;
co2e?;11;1;ok;
co2e?;12;1;ok;fleet CO2 regulation
co2e?;13;1;ok;
co2e?;14;1;ok;
co2e?;15;1;ok;
co2e?;16;1;ok;
co2e?;17;1;ok;
co2e?;18;1;ok;CO2 as feedstock
co2e?;19;1;ok;
co2e?;20;1;ok;
internal control;1;0;financiero;auditor report ESEF boilerplate
internal control;2;1;ok;
internal control;3;1;ok;
internal control;4;1;ok;
internal control;5;1;ok;
internal control;6;1;ok;
internal control;7;0;financiero;audit fees note
internal control;8;1;ok;
internal control;9;1;ok;
internal control;10;1;ok;
internal control;11;1;ok;
internal control;12;0;financiero;auditor report boilerplate
internal control;13;1;ok;
internal control;14;0;financiero;auditor report boilerplate
internal control;15;1;ok;
internal control;16;1;ok;
internal control;17;1;ok;
internal control;18;1;ok;
internal control;19;1;ok;
internal control;20;1;ok;
waste;1;0;generico;coverage waste in advertising
waste;2;1;ok;
waste;3;1;ok;nuclear taxonomy template
waste;4;0;generico;coverage waste in advertising
waste;5;1;ok;
waste;6;0;indice;GRI index
waste;7;1;ok;
waste;8;1;ok;
waste;9;1;ok;
waste;10;1;ok;
waste;11;1;ok;
waste;12;1;ok;
waste;13;1;ok;
waste;14;1;ok;
waste;15;0;generico;coverage waste in advertising
waste;16;1;ok;
waste;17;1;ok;
waste;18;1;ok;
waste;19;1;ok;
waste;20;1;ok;
renewable;1;1;ok;energy table
renewable;2;1;ok;
renewable;3;1;ok;
renewable;4;1;ok;
renewable;5;0;otro;Siemens Gamesa Renewable Energy in audit
renewable;6;1;ok;
renewable;7;1;ok;
renewable;8;1;ok;
renewable;9;1;ok;
renewable;10;1;ok;
renewable;11;0;generico;market demand context
renewable;12;1;ok;
renewable;13;1;ok;
renewable;14;1;ok;
renewable;15;1;ok;
renewable;16;1;ok;
renewable;17;1;ok;
renewable;18;1;ok;
renewable;19;0;financiero;cash flow acquisitions
renewable;20;1;ok;
esg;1;1;ok;
esg;2;1;ok;
esg;3;1;ok;rating agency description
esg;4;1;ok;
esg;5;1;ok;
esg;6;1;ok;
esg;7;1;ok;ESG index derivatives product
esg;8;1;ok;
esg;9;0;otro;index membership list in share data
esg;10;1;ok;
esg;11;1;ok;
esg;12;0;indice;20-F cross-reference
esg;13;1;ok;
esg;14;1;ok;
esg;15;1;ok;
esg;16;1;ok;
esg;17;1;ok;
esg;18;1;ok;
esg;19;1;ok;
esg;20;1;ok;assurance report
electricity;1;1;ok;
electricity;2;0;generico;power price outlook
electricity;3;0;generico;customer sectors list
electricity;4;0;generico;utility customer counts
electricity;5;1;ok;
electricity;6;1;ok;
electricity;7;1;ok;
electricity;8;1;ok;
electricity;9;1;ok;
electricity;10;1;ok;
electricity;11;1;ok;
electricity;12;1;ok;
electricity;13;1;ok;
electricity;14;1;ok;
electricity;15;0;otro;director interests register company name
electricity;16;0;financiero;IFRS 16 PPA accounting
electricity;17;1;ok;
electricity;18;1;ok;
